Denominación_social,Domicilio_social,Latitud,Longitud,Fecha_constitución,CNAE,Objeto_social,Tamaño_empresa_por_facturación,Índice_crec_interanual_ventas,Tamaño_empresa_por_empleados,Empleo_fijo,Empleo_temporal,Teléfono,Estado,URL,Metatag_descripción,RRSS,Cotización_en_bolsa,Actividad_internacional,Capital_social,Empleados,Empleados_año,Resultado
Style Aranda Sl.,"AVENIDA FERIAL, 16 - PISO 3 B",41.67373998,-3.68316518,12/04/2018,5610 - Restaurantes y puestos de comidas,Gestión de instalaciones deportivas. Establecimiento de bebidas. Restaurantes y puestos de comida. Hostelería. Comercio al por menor de textil y alimentación,Menor de 300 mil €,"2018: 
2019: 318,95 %",Entre 5 y 25,"2018: 20,00 %
2019: 40,00 %","2018: 80,00 %
2019: 60,00 %",-,Activa,-,-,-,NO,No constan,3.000 €,5 (año 2019),2019,Negativo Consultar
Arandos Origen Hostelera Sl.,"CALLE PEDROTE, 5",41.67101191,-3.68481594,03/05/2018,5610 - Restaurantes y puestos de comidas,La explotación y desarrollo de todo tipo de negocios de hostelería,-,Administrador Único:  MIGUEL TOMAS S...,-,-,-,-,Activa,-,-,-,NO,No constan,3.000 €,-,-,-
Sunshine Real Estate Sl.,"AVENIDA MIRANDA DO DOURO, 2 - BJ",41.669811,-3.686339,21/03/2018,4669 - Comercio al por mayor de otra maquinaria y equipo,"Comercio al por mayor de equipos y suministros. Comprar, vender o por cualquier otro título adquirir o enajenar bienes inmuebles. La explotación, construcción, negociación y venta de edificaciones. Realización de proyectos. Carpintería, cerrajería. Alquiler de pisos. Realización de obras y reformas",-,Administrador Único:  MIGUEL R...,-,-,-,-,Activa,-,-,-,NO,No constan,62.439 €,-,-,-
Suite Aranda Sl.,"CALLE SANTA ANA, 2 - BJ",41.67116675,-3.68972733,06/03/2020,5610 - Restaurantes y puestos de comidas,"Actividades de hostelería y restauración y otros negocios relacionados con la rama de la hostelería, así como la producción, elaboración y comercialización de alimentos. La compraventa y arrendamiento de inmuebles",-,"Administrador Solidario:  IGNACIO B...
Administrador Solidario:  JORGE A...",-,-,-,-,Activa,-,-,-,NO,No constan,3.000 €,-,-,-
Salher Med Sl.,"AVENIDA MIRANDA DO DOURO, 5 - 1 OFICINA 4",41.66813103,-3.68780207,10/08/2017,3250 - Fabricación de instrumentos y suministros médicos y odontológicos,"Diseño, fabricación y venta de material médico quirúrgico. Comercio mayor y menor y distribución de productos médicos. Investigación y desarrollo médico. Actividades científicas y técnicas",-,Administrador Único:  DANIEL H...,-,-,-,-,Activa,-,-,-,NO,No constan,33.000 €,-,-,Negativo Consultar
Factodul Ribera Sl.,"CALLE SAN ESTEBAN, 8 - 1 D",41.667978,-3.688319,07/06/2017,1072 - Fabricación de galletas y productos de panadería y pastelería de larga duración,"La fabricación, venta y comercialización de productos de pastelería industrial, galletas, miel, frutos secos, helados, productos congelados y de zumos y refrescos. La adquisición, administración y enajenación de bienes inmuebles",-,Administrador Único:  JULIAN P...,-,-,-,-,Activa,-,-,-,NO,No constan,3.000 €,-,-,-
Mecanicart Soluciones Electromecanicas Sl.,"CALLE SAN FRANCISCO, 57 - BJ",41.67634447,-3.68573485,29/05/2017,4520 - Mantenimiento y reparación de vehículos de motor,"Reparación y mantenimiento de vehículos. Compra y venta, personalización y modificación de vehículos. Diseño e infografías e interiorismo asistido por software 3D. Desarrollo y programación de software, aplicaciones para móviles, páginas web y diseño gráfico. Concesionario de vehiculos a motor",Menor de 300 mil €,"2017: 
2018: 928,86 %",Menos de 5,"2017: 0 %
2018: 66,66 %","2017: 100,00 %
2018: 33,33 %",-,Activa,-,-,-,NO,No constan,21.200 €,3 (año 2018),2018,Positivo Consultar
Chakib Rajaa,-,NA,NA,-,4722 - Comercio al por menor de carne y productos cárnicos en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Sanza Miguel Aurelio Angel,-,NA,NA,-,"4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Herrero Del Alamo Alberto,-,NA,NA,-,4778 - Otro comercio al por menor de artículos nuevos en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Del Rio Hernando Cristobal,-,NA,NA,-,"4799 - Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Aldea Otero Maria Luz,-,NA,NA,-,4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados,"Comercio al por menor de calzado,ropa para ninos, trajes y adornos  para boda.",-,-,Menos de 5,-,-,-,Activa,-,-,-,-,No constan,-,3 (año 2004),2004,-
Rodriguez Criado Jose,-,NA,NA,-,"4611 - Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados",-,-,-,Entre 5 y 25,-,-,-,Activa,-,-,-,-,No constan,-,7 (año 2001),2001,-
Moreno Del Olmo Antonio Jesus,-,NA,NA,-,"4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",-,-,-,Menos de 5,-,-,-,Activa,-,-,-,-,No constan,-,1 (año 1996),1996,-
Gamazo Plaza Jose Maria,-,NA,NA,-,9522 - Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín,Reparacion de electrodomesticos.,-,-,Menos de 5,-,-,-,Activa,-,-,-,-,No constan,-,1 (año 2006),2006,-
Nuñez Benito Jesus Maria,-,NA,NA,-,4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Gutierrez Monzon Roberto,-,NA,NA,-,"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Rivas Blanco David,-,NA,NA,-,9522 - Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Martin Ruiz Felipe,-,NA,NA,-,3312 - Reparación de maquinaria,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Gonzalez Velasco Eufrasio Israel,-,NA,NA,-,4941 - Transporte de mercancías por carretera,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Nuñez Lopez Fernando,-,NA,NA,-,4399 - Otras actividades de construcción especializada n.c.o.p.,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Garcia San Martin Ana Esther,-,NA,NA,-,4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Fernandez Ayuso Maria Azucena,-,NA,NA,-,4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Caceres Yeguas Ana Maria,-,NA,NA,-,9602 - Peluquería y otros tratamientos de belleza,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Gutierrez Martin Francisco Javier,-,NA,NA,-,7420 - Actividades de fotografía,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Elejalde Quiroz Edgard Francisco,-,NA,NA,-,4520 - Mantenimiento y reparación de vehículos de motor,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Lopez Ruiz Martin,-,NA,NA,-,"4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Pizarro Talavera Jesus Angel,-,NA,NA,-,4941 - Transporte de mercancías por carretera,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Martin Hernando Juan,-,NA,NA,-,4726 - Comercio al por menor de productos de tabaco en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Miguel Ruiz Felix,-,NA,NA,-,4751 - Comercio al por menor de textiles en establecimientos especializados,Venta al menor de articulos textiles para el hogar.,-,-,Menos de 5,-,-,-,Activa,-,-,-,-,No constan,-,4 (año 2005),2005,-
Castilla Martin Maria Pilar,-,NA,NA,-,4726 - Comercio al por menor de productos de tabaco en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Chicote Rojo Alberto,-,NA,NA,-,1813 - Servicios de preimpresión y preparación de soportes,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Gonzalez Rico Conrado,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Blanco Planas Miguel Ignacio,-,NA,NA,-,4773 - Comercio al por menor de productos farmacéuticos en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Alvarez Benitez Eugenio,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Gonzalez Barreiro Maria Margarita,-,NA,NA,-,9602 - Peluquería y otros tratamientos de belleza,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Domingo Santos Elias,-,NA,NA,-,4761 - Comercio al por menor de libros en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Cisnal Gayubo Oscar,-,NA,NA,-,9602 - Peluquería y otros tratamientos de belleza,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Jimenez Gomez Eleazar,-,NA,NA,-,"4782 - Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Santirso San Juan Francisco Javier,-,NA,NA,-,5610 - Restaurantes y puestos de comidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Perez Velez Pilar,-,NA,NA,-,4751 - Comercio al por menor de textiles en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Blanco Cabestrero Eloy,-,NA,NA,-,4511 - Venta de automóviles y vehículos de motor ligeros,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Ruiz Sanchez Elisabel Reyes,-,NA,NA,-,4774 - Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Alvaro Lorenzo Agueda,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Martinez Ortega Jose,-,NA,NA,-,3109 - Fabricación de otros muebles,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Cermeño Adrian Fernando Jesus,-,NA,NA,-,4399 - Otras actividades de construcción especializada n.c.o.p.,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Mata Ruiz Teresa,-,NA,NA,-,9602 - Peluquería y otros tratamientos de belleza,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Borreguero Tordesillas Maria Pilar,-,NA,NA,-,4751 - Comercio al por menor de textiles en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Gonzalez Bardera Javier,-,NA,NA,-,"4781 - Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Yague Tudanca Maria Pilar,-,NA,NA,-,8510 - Educación preprimaria,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Garrido Garces Maria Isabel,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Camacho Rascon Daniel,-,NA,NA,-,"4776 - Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Arranz Herrero Sara,-,NA,NA,-,"4781 - Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Romero Carla Naveliza Luna,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Alcaraz Mellado Javier Maria,-,NA,NA,-,3250 - Fabricación de instrumentos y suministros médicos y odontológicos,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Veganzones Alamo Juan,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Ortega Carrasco Maria Angeles,-,NA,NA,-,4789 - Comercio al por menor de otros productos en puestos de venta y mercadillos,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Jimenez Santamaria Cristina,-,NA,NA,-,4771 - Comercio al por menor de prendas de vestir en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Espinosa Angulo Isabel,-,NA,NA,-,1072 - Fabricación de galletas y productos de panadería y pastelería de larga duración,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Sualdea Veros Maria Carmen,-,NA,NA,-,9602 - Peluquería y otros tratamientos de belleza,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Del Cura Redondo Jose Luis,-,NA,NA,-,4791 - Comercio al por menor por correspondencia o Internet,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Lopez De Juan Cristina,-,NA,NA,-,5229 - Otras actividades anexas al transporte,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Romero Aguado Jose Antonio,-,NA,NA,-,4311 - Demolición,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Alcaraz Perez Maria Lucelly,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Gomez Fernandez Fuencisla,-,NA,NA,-,0161 - Actividades de apoyo a la agricultura,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Muñoz Gomez Abisai,-,NA,NA,-,4511 - Venta de automóviles y vehículos de motor ligeros,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Rodriguez Pascual Jenifer,-,NA,NA,-,8510 - Educación preprimaria,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Jimenez Muñoz Brayan,-,NA,NA,-,4789 - Comercio al por menor de otros productos en puestos de venta y mercadillos,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Hernandez Montoya Carlos Andres,-,NA,NA,-,5229 - Otras actividades anexas al transporte,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Martin Garrido Andres,-,NA,NA,-,3319 - Reparación de otros equipos,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Montes Tobes Maria Carmen,-,NA,NA,-,7911 - Actividades de las agencias de viajes,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Picon Rey Maria Begoña,-,NA,NA,-,8121 - Limpieza general de edificios,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Tijero Iglesias Susana,-,NA,NA,-,7311 - Agencias de publicidad,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Añel Lopez Eva Maria,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Viñas Plaza Santibañez Maria,-,NA,NA,-,8211 - Servicios administrativos combinados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Alejos Gonzalo Alberto,-,NA,NA,-,5610 - Restaurantes y puestos de comidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Ramos Romero Daniel,-,NA,NA,-,4332 - Instalación de carpintería,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Leon Garcia Roberto,-,NA,NA,-,7311 - Agencias de publicidad,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Calvo Meruelo Natalia,-,NA,NA,-,7311 - Agencias de publicidad,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Calvo Ontoso Oscar,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Martin Sanz Jose Alberto,-,NA,NA,-,4332 - Instalación de carpintería,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Martin Sanz Enrique,-,NA,NA,-,4332 - Instalación de carpintería,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Camarero Pomar Maria Vega,-,NA,NA,-,8299 - Otras actividades de apoyo a las empresas n.c.o.p.,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
El Ghanami Mohammed,-,NA,NA,-,4399 - Otras actividades de construcción especializada n.c.o.p.,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Tejeda Angel Daniel,-,NA,NA,-,0161 - Actividades de apoyo a la agricultura,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Zhu Guoqi,-,NA,NA,-,"4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Linyi Xu,-,NA,NA,-,"4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Norberto Romero Juan Carlos,-,NA,NA,-,4520 - Mantenimiento y reparación de vehículos de motor,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Elizar Velinov Antov,-,NA,NA,-,0161 - Actividades de apoyo a la agricultura,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Torres Sanchez Leidy Johana,-,NA,NA,-,9602 - Peluquería y otros tratamientos de belleza,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Hongtian Liu,-,NA,NA,-,5610 - Restaurantes y puestos de comidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
El Ganouni Hanae,-,NA,NA,-,4121 - Construcción de edificios residenciales,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Zhu Shoujian,-,NA,NA,-,4771 - Comercio al por menor de prendas de vestir en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Yorov Dikov Valentin,-,NA,NA,-,5610 - Restaurantes y puestos de comidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Stefanova Kirilova Anita,-,NA,NA,-,"4799 - Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Ciobotaru Ionel,-,NA,NA,-,4399 - Otras actividades de construcción especializada n.c.o.p.,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Ivanov Aleksandrov Aleksandar,-,NA,NA,-,"4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Peralta Nicodemo Rosario,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Wang Hongying,-,NA,NA,-,"4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Iosif Alexandrovici Marius,-,NA,NA,-,4339 - Otras actividades de acabado de edificios,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Teodor Cristi,-,NA,NA,-,4520 - Mantenimiento y reparación de vehículos de motor,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Rankin Paula Michele,-,NA,NA,-,8559 - Otra educación n.c.o.p.,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Amaya Rendon Mary Luz,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Rodriguez Soria Yesenia Raquel,-,NA,NA,-,4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Ben Dija Radouane,-,NA,NA,-,4722 - Comercio al por menor de carne y productos cárnicos en establecimientos especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Jaramillo Gonzalez Melisa,-,NA,NA,-,9602 - Peluquería y otros tratamientos de belleza,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Oprea Diana,-,NA,NA,-,4941 - Transporte de mercancías por carretera,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Baglantzis Alexandra Marina,-,NA,NA,-,1071 - Fabricación de pan y de productos frescos de panadería y pastelería,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Ticala Ioan,-,NA,NA,-,4339 - Otras actividades de acabado de edificios,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Qaisar Usman,-,NA,NA,-,5630 - Establecimientos de bebidas,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Feliz Mejia Michel Yazmin,-,NA,NA,-,4789 - Comercio al por menor de otros productos en puestos de venta y mercadillos,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Zherebor Marina,-,NA,NA,-,4520 - Mantenimiento y reparación de vehículos de motor,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Manfredi Daniel,-,NA,NA,-,4719 - Otro comercio al por menor en establecimientos no especializados,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
Labiad Said,-,NA,NA,-,0161 - Actividades de apoyo a la agricultura,-,-,-,-,-,-,-,Activa,-,-,-,-,No constan,-,-,-,-
