"Denominación_social";"Domicilio_social";"Latitud";"Longitud";"Fecha_constitución";"CNAE";"Objeto_social";"Tamaño_empresa_por_facturación";"Índice_crec_interanual_ventas";"Tamaño_empresa_por_empleados";"Empleo_fijo";"Empleo_temporal";"Teléfono";"Estado";"URL";"Metatag_descripción";"RRSS";"Cotización_en_bolsa";"Actividad_internacional";"Capital_social";"Empleados";"Empleados_año";"Resultado";"stringasfactor"
"Zherebor Marina";"-";NA;NA;"-";"4520 - Mantenimiento y reparación de vehículos de motor";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Manfredi Daniel";"-";NA;NA;"-";"4719 - Otro comercio al por menor en establecimientos no especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Labiad Said";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Haodong Liu";"-";NA;NA;"-";"4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Pop  Liviu";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Dinu Ionut Marius";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Longher Elena Nadia";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Marinova Petkova Hristina";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Riberinfo S.c.";"CALLE BRIVIESCA, 5 - 1 B";41,67254543;-3,6758007;"01/01/2013";"3319 - Reparación de otros equipos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Fuertes Castaño Y Rodriguez Del Val S.c.";"CALLE SANTA LUCIA, 4 - BJ";41,67007512;-3,68756773;"01/01/2013";"4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Albañileria Y Reformas Vallejo S.c.";"CALLE BENJAMIN PALENCIA, 6 - 4 D";41,65887035;-3,68995671;"01/01/2013";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"San Valeriano Gozalo Luis Fernando";"-";NA;NA;"-";"4331 - Revocamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Dominguez Ortega Alberto";"-";NA;NA;"-";"4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Garcia Jimenez Francisco Javier";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Garcia Jimenez Jose Eugenio";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Fernandez Martinez David";"-";NA;NA;"-";"4339 - Otras actividades de acabado de edificios";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gonzalez Garcia Jorge";"-";NA;NA;"-";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ventura Perales Alfonso";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ortega Lozano Luis";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"Menos de 5";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"1 (año 2009)";"2009";"-";FALSE
"Martinez Barrios Marta";"-";NA;NA;"-";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Tobes Franco Jose Angel";"-";NA;NA;"-";"4520 - Mantenimiento y reparación de vehículos de motor";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gonzalez Arroyo Andres";"-";NA;NA;"-";"3109 - Fabricación de otros muebles";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Calcedo De Las Heras Alvaro";"-";NA;NA;"-";"4623 - Comercio al por mayor de animales vivos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Miguel Tome Jaime";"-";NA;NA;"-";"6203 - Gestión de recursos informáticos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Alvarez Martin Mirian";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Herrero Santos Angel";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Rendon Morales Maria Teresa";"-";NA;NA;"-";"4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Arauzo Arauzo Maria Jose";"-";NA;NA;"-";"8559 - Otra educación n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ocampo Terreros Rita Lissette";"-";NA;NA;"-";"4782 - Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Peña Garcia Filomena";"-";NA;NA;"-";"8121 - Limpieza general de edificios";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Pascual Nuñez Victoria";"-";NA;NA;"-";"4781 - Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Rodriguez Rodriguez Juan Ignacio";"-";NA;NA;"-";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Muñoz Saiz Javier";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Transportes Udaria Irun Sl";"CALLE SAN ANTON, 12 - BJ";41,675145;-3,68909;"20/12/1993";"4941 - Transporte de mercancías por carretera";"TRANSPORTE DE MERCANCIA POR CARRETERA, NACIONAL E INTERNACIONAL, AGENCIA DE TRANSPORTES, ALMACENISTA Y DISTRIBUIDOR DE MERCANCIA.";"-";"Administrador Único:  JOSE MARIA P...";"-";"-";"-";"947502722";"Activa";"-";"-";"-";"NO";"No constan";"420.000 €";"-";"-";"Positivo Consultar";FALSE
"Bodegas Castroizan Sl";"CALLE PICOTE, 18";41,67018253;-3,70542459;"19/12/2002";"1102 - Elaboración de vinos";"Elaboración y crianza de vinos de Rivera de Aranda.";"Entre 0,6 y 1,5 millones €";"2013: 
2014: 14,17 %
2015: -19,81 %
2017:  %";"Menos de 5";"2011: 0 %
2012: 0 %
2013: 0 %
2014: 0 %
2015: 75,00 %";"2011: 100,00 %
2012: 100,00 %
2013: 100,00 %
2014: 100,00 %
2015: 25,00 %";"947546414";"Activa";"http://www.vinabuena.com";"- -";"";"NO";"No constan";"912.000 €";"1 (año 2018)";"2018";"Positivo Consultar";FALSE
"Solira 2002 Sl";"CALLE BEMPOSTA";41,671731;-3,707238;"25/07/2003";"4634 - Comercio al por mayor de bebidas";"LA ELABORACION, EMBOTELLADO Y EL COMERCIO AL POR MAYOR Y MENOR DE VINOS, LA VENTA Y DISTRIBUCION DE ARTICULOS CONSUMIBLES Y MAQUINARIA PARA EL SECTOR VITIVINICOLA Y HOSTELERIA";"Menor de 300 mil €";"2007: 
2008: 39,81 %
2009: -48,29 %";"Menos de 5";"2006: 100,00 %
2007: 100,00 %
2008: 100,00 %
2009: 100,00 %";"2006: 0 %
2007: 0 %
2008: 0 %
2009: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.020 €";"1 (año 2009)";"2009";"Negativo Consultar";FALSE
"Panaderia Cebas, Sl";"CALLE BAJADA AL MOLINO, 11";41,669223;-3,684619;"19/11/1998";"1071 - Fabricación de pan y de productos frescos de panadería y pastelería";"FABRICACION DE PAN DE TODAS LAS CLASES, INCLUIDO EL DE MOLDE Y TOSTADO. FABRICACION DE BOLLERIA, PASTELERIA Y GALLETAS. FABRICACION Y ELABORACION DE MASAS PARA FRITOS.";"Entre 300 y 600 mil €";"2003: 
2004: 38,31 %
2005: 23,2 %";"Entre 5 y 25";"2001: 100,00 %
2002: 55,55 %
2003: 62,50 %
2004: 40,00 %
2005: 40,00 %";"2001: 0 %
2002: 44,44 %
2003: 37,50 %
2004: 60,00 %
2005: 60,00 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.606,07 €";"10 (año 2005)";"2005";"Negativo Consultar";FALSE
"Gestion De Turismo Rural Montetur S.c.";"CARRETERA ESTACION, 49 - 2 B";41,66616965;-3,6892198;"01/01/2009";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Martin Sualdea S.c.";"AVENIDA CASTILLA, 55 - BJ";41,665246;-3,691136;"01/01/2009";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Construcciones Martins S.c.";"CARRETERA ESTACION, 1 - 4 B";41,668414;-3,690134;"01/01/2009";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Las Niñas Zanahoria S.c.";"CALLE SOL DE LAS MORERAS, 2 - BJ";41,66982176;-3,68467045;"01/01/2009";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Torres Sanchez Leidy Johana";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Bar Saxo S.c.";"CALLE SANTA ANA, 2 - BJ";41,67116675;-3,68972733;"01/01/2009";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Colomo Marin Roberto Y Otro S.c.";"CALLE DAOIZ Y VELARDE, 6 - 1 C";41,673349;-3,682714;"01/01/2009";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Extreme Mountain S.c.";"PLAZA RIBERA, 21";41,67122667;-3,69074006;"01/01/2009";"4765 - Comercio al por menor de juegos y juguetes en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Hermanos San Martin Gonzalez S.c.";"PLAZA ARCO ISILLA, 3 - BJ";41,67152848;-3,68511048;"01/01/2009";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Ospama S.c.";"CARRETERA ESTACION, 2 5 B";41,668414;-3,690134;"01/01/2009";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Hongtian Liu";"-";NA;NA;"-";"5610 - Restaurantes y puestos de comidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"El Ganouni Hanae";"-";NA;NA;"-";"4121 - Construcción de edificios residenciales";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Zhu Shoujian";"-";NA;NA;"-";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Yorov Dikov Valentin";"-";NA;NA;"-";"5610 - Restaurantes y puestos de comidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Stefanova Kirilova Anita";"-";NA;NA;"-";"4799 - Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ciobotaru Ionel";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ivanov Aleksandrov Aleksandar";"-";NA;NA;"-";"4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Peralta Nicodemo Rosario";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Wang Hongying";"-";NA;NA;"-";"4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Iosif Alexandrovici Marius";"-";NA;NA;"-";"4339 - Otras actividades de acabado de edificios";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Teodor Cristi";"-";NA;NA;"-";"4520 - Mantenimiento y reparación de vehículos de motor";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Cc Carpinteros Colocadores S.c.";"CALLE ARANDILLA, 1 - CUARTO B";41,67014541;-3,67575221;"01/05/2011";"4332 - Instalación de carpintería";"Instalaciones de carpintería.";"-";"Administrador:  RICARDO Z...
Administrador:  JOSE ANTONIO B...";"Menos de 5";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"2 (año 2012)";"2012";"-";FALSE
"Pradomarina S.c.";"CALLE VALLADOLID, 137";41,668527;-3,69965;"01/01/2002";"5610 - Restaurantes y puestos de comidas";"-";"-";"Administrador:  RAFAEL G...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Ana Y Mayca S.c.";"CALLE ISILLA (CTRO CIAL ISILLA), 3 - BJO 5";41,67122084;-3,68704715;"01/05/2014";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"Administrador:  ANA ISABEL A...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Rankin Paula Michele";"-";NA;NA;"-";"8559 - Otra educación n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Amaya Rendon Mary Luz";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Blanco Saten S.c.";"CALLE JOSEFINA ARIAS DE MIRANDA, 8";41,671676;-3,687578;"18/08/2010";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"Administrador:  CRISTINA C...
Administrador:  MONSERRAT B...";"Menos de 5";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"2 (año 2010)";"2010";"-";FALSE
"Royal Cars Garage S.c.";"AVENIDA PORTUGAL (P.I. ALLENDE DUERO), 33";41,6654195;-3,73371011;"18/07/2018";"4520 - Mantenimiento y reparación de vehículos de motor";"Taller de mecánica para vehículos.";"Menor de 300 mil €";"2018: ";"Menos de 5";"2018: 0 %";"2018: 100,00 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"2.000 €";"2 (año 2019)";"2019";"Negativo Consultar";FALSE
"Mack Producciones S.c.";"CALLE MESONEROS EUGENIO Y SERI, 5 - 1º";41,667556;-3,689289;"01/02/2017";"4743 - Comercio al por menor de equipos de audio y vídeo en establecimientos especializados";"Alquiler, venta y mantanimientos de sonido e iluminacion profesional, montajes y organizacion de eventos musicales, venta de instrumentos musicales.";"-";"Administrador:  MIGUEL ANGEL C...
Administrador:  LAURA C...";"Menos de 5";"-";"-";"-";"Activa";"http://www.mackproducciones.es";"- -";"https://www.facebook.com/artegiralunas/?fref=ts, https://www.facebook.com/MackProducciones?fref=ts";"NO";"Importa";"-";"2 (año 2017)";"2017";"-";FALSE
"Aylyn S.c.";"CALLE NUÑO RASURA, 2 - BJ";41,67001649;-3,67775155;"01/01/2012";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Carseri S.c.";"CALLE SOMOSIERRA, 10 - 4";41,677063;-3,687146;"01/01/2012";"8230 - Organización de convenciones y ferias de muestras";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Carlero Botella S.c.";"CARRETERA ESTACION, 39 - 1";41,66681636;-3,68948848;"01/01/2012";"6820 - Alquiler de bienes inmobiliarios por cuenta propia";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Enredos S.c.";"AVENIDA MIRANDA DO DOURO, 3";41,66799364;-3,68765941;"01/01/2012";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Cafeteria Los Claveles S.c.";"CARRETERA AGUILERA, 400";41,67565611;-3,68977891;"01/01/2012";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Nuevo Postas S.c.";"CALLE SAN GREGORIO, 15 - BJ";41,67037712;-3,6842457;"01/01/2012";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Transportes Lirox S.c.";"CALLE SAN FRANCISCO, 32 - 3 D";41,67504887;-3,68579618;"01/01/2012";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Cac S.c.";"PASEO PICASSO, 34 - BJ";41,65936518;-3,68972403;"01/01/2012";"4647 - Comercio al por mayor de muebles, alfombras y aparatos de iluminación";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Rodriguez Soria Yesenia Raquel";"-";NA;NA;"-";"4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ben Dija Radouane";"-";NA;NA;"-";"4722 - Comercio al por menor de carne y productos cárnicos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Jaramillo Gonzalez Melisa";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Bodegas Izquierdo S.l.";"CALLE SAN ISIDRO, 12 - PLT 3 B";41,675929;-3,684426;"21/02/1997";"1102 - Elaboración de vinos";"ELABORACION Y CRIANZA DE VINOS CON O SIN DENOMINACION DE ORIGEN, ASI COMO SU COMERCIALIZACION Y DISTRIBUCION. EXPLOTACIONES AGRICOLAS DE VINEDOS Y CEREALES. SERVICIOS DE ENOLOGIA, TALES COMO DIRECCION ENOLOGICA DE BODEGA";"Menor de 300 mil €";"2011: 
2012: -0,21 %";"Menos de 5";"2006: 100,00 %
2007: 100,00 %
2008: 100,00 %
2011: 100,00 %
2012: 100,00 %";"2006: 0 %
2007: 0 %
2008: 0 %
2011: 0 %
2012: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"16.900 €";"1 (año 2012)";"2012";"Positivo Consultar";FALSE
"Moycab Servicios Informaticos S.l.";"CALLE SAN FRANCISCO, 24";41,67351333;-3,68566697;"10/03/1997";"4719 - Otro comercio al por menor en establecimientos no especializados";"LA VENTA Y REPARACION DE PROCESOS INFORMATICOS, ORDENADORES, EQUIPAMIENTOS, PROGRAMAS, MATERIAL DE OFICINA Y PROGRAMACION DE INFORMATICA, INSTALACION DE REDES INFORMATICAS. VENTA DIRECTA A DISTRIBUCION. PROGRAMACION A ME";"Entre 300 y 600 mil €";"2005: 
2006: 27,38 %
2007: -6,01 %";"Menos de 5";"2003: 100,00 %
2004: 100,00 %
2005: 100,00 %
2006: 100,00 %
2007: 100,00 %";"2003: 0 %
2004: 0 %
2005: 0 %
2006: 0 %
2007: 0 %";"947512498";"Activa";"-";"-";"-";"NO";"No constan";"63.105,06 €";"1 (año 2007)";"2007";"Negativo Consultar";FALSE
"Promociones 5j Ubis-olsa Sl";"PLAZA JARDINES DE DON DIEGO, 9 - BA";41,67050775;-3,68556318;"21/06/2001";"4110 - Promoción inmobiliaria";"LA CONSTRUCCION COMPLETA, REPARACION Y CONSERVACION DE EDIFICACIONES, Y LA PROMOCION DE TERRENOS Y EDIFICACIONES, COMPRA , VENTA, URBANIZACION DE TERRENOS. LA COMPRA Y VENTA DE EDIFICACIONES TOTALES O PARCIALES, CONSTRUI";"-";"Administrador:  JUAN CARLOS U...
Administrador:  AGUSTIN EMILIO O...";"-";"-";"-";"947513136";"Activa";"-";"-";"-";"NO";"No constan";"3.006 €";"-";"-";"Positivo Consultar";FALSE
"Restaurante Rualon S.l.";"PLAZA ARCO ISILLA, 3 - BJ";41,67152848;-3,68511048;"06/04/2000";"5610 - Restaurantes y puestos de comidas";"EL SERVICIO DE HOSTELERIA Y ALIMENTACION EN GENERAL.";"Menor de 300 mil €";"2015: 
2016: 11,57 %
2017: 3,19 %";"Entre 5 y 25";"2013: 66,66 %
2014: 66,66 %
2015: 66,66 %
2016: 75,00 %
2017: 66,66 %";"2013: 33,33 %
2014: 33,33 %
2015: 33,33 %
2016: 25,00 %
2017: 33,33 %";"947510552";"Activa";"-";"-";"-";"NO";"No constan";"123.060 €";"9 (año 2017)";"2017";"Negativo Consultar";FALSE
"Flamauto Sl";"AVENIDA LUIS MATEOS, 41 - P I ALLENDEDUERO";41,66526036;-3,7091865;"12/07/1996";"4520 - Mantenimiento y reparación de vehículos de motor";"COMPRA VENTA, REPRESENTAC.DITRIBUC.DE VEHICULOS AUTOMOVILES Y DE TRACCION MECANICA, MAQUINARIA, REPUESTOS, HERRAMIENTAS, CARBURANTES ASISTENCIA TECNICA, REPARAC.DESGUACE, GRUAS. CAFETERIA.RESTAURANTE IMPOR.EXPORT VEHICUL";"Menor de 300 mil €";"2008: 
2009: -28 %
2010: -46,67 %";"Menos de 5";"2006: 100,00 %
2007: 100,00 %
2008: 100,00 %
2009: 100,00 %
2010: 100,00 %";"2006: 0 %
2007: 0 %
2008: 0 %
2009: 0 %
2010: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"90.151,82 €";"2 (año 2010)";"2010";"Negativo Consultar";FALSE
"Muñoz Santateresa Sl";"AVENIDA CASTILLA, 66 - 6 A";41,66176169;-3,69206703;"12/04/1999";"4941 - Transporte de mercancías por carretera";"La compra-venta y distribución de hidrocarbarburos, instalación y explotación de estaciones de servicio. Transporte nacional e internacional de mercaderías. Reparación y mantenimiento de vehículos de motor y venta de accesorios. Fabricación, montaje y reparación de carrocerías para vehículos.";"Menor de 300 mil €";"2015: 
2016: -11,76 %
2017: -99,65 %";"-";"Administrador:  MARCELINO M...
 JOSE ANTONIO M...:  MARCELINO M...";"Administrador: Administrador
 JOSE ANTONIO M...: Administrador";"-";"Activa";"-";"-";"-";"NO";"No constan";"36.000 €";"-";"-";"Negativo Consultar";FALSE
